Hotel Names,Price,Rating,Amenities,Info,Attractions,Address,City,Latitude,Longitude
OYO 14942 Hotel Maple Leaf,,4.0,Free parkingFree High Speed Internet (WiFi)Free breakfastRestaurantChildren Activities (Kid / Family Friendly),"OYO 14942 Hotel Maple Leaf in Gandhinagar is an ideal choice of stay for business and leisure travelers, offering fine services at budget rates. The well trained and friendly staff of OYO maintains the property and ensures your stay is smooth.FacilitiesThe property offers Dining Area, Complimentary Veg Breakfast, Parking Facility and more.Safety measures are taken and facilities like fire safety, first aid and round the clock security are provided for the safety of guests.We also have a 24-hour helpdesk to offer assistance to the guests at any time.What's NearbyTo make the most of your visit, head out to famous tourist spots like Indroda Nature Park, Sarita Udhyan and Vidhan Sabha.If you run out of cash, there is IDBI Bank ATM, HDFC Bank ATM and Andhra Bank ATM very close to the hotel.",,"Gh 0,Behind IDBI Bank, Infocity,, Gandhinagar 382421 India",Gandhinagar,,
Prominent Corporate Residency,,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomFree breakfastChildren Activities (Kid / Family Friendly)Airport transportationBusiness Centre with Internet AccessMeeting roomsFree internetInternetRestaurantBreakfast buffetCar hireFax / photocopyingBaggage storageConciergeNewspaper24-hour front deskDry cleaningLaundry serviceIroning serviceShoeshine,"Prominent Corporate Residency is an excellent choice for travellers visiting Gandhinagar, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.	Free wifi is offered to guests, and rooms at Prominent Corporate Residency offer air conditioning and a kitchenette.	During your stay, take advantage of some of the amenities offered, including 24 hour front desk, a concierge, and room service. Guests of Prominent Corporate Residency are also welcome to enjoy a fitness center and a restaurant, located on site. For travellers arriving by car, free parking is available.	Given the close proximity to Capital Complex (4.8 km), guests of Prominent Corporate Residency can easily experience one of Gandhinagar's most popular landmarks.	While in Gandhinagar, you may want to check out some of the restaurants that are a short walk away from Prominent Corporate Residency, including Kansar Garden Restaurant (1.2 km), Chai Station (1.2 km), and Bean There (1.8 km).	During your visit, be sure to check out City Pulse (1.2 km), which is a popular attraction within walking distance of the small hotel.	Enjoy your stay in Gandhinagar!	",,"Kudasan Por Road, Gandhinagar 382421 India",Gandhinagar,,
Gift City Club & Business Centre,,5.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolCoffee shopBadmintonGame roomKids stay freeElectric vehicle charging stationFree private parking nearbyValet parkingPaid private parking on-siteCar parkSecured parkingParkingFree internetWifiInternetPool / beach towelsInfinity poolPool with viewAdult poolOutdoor poolRestaurantBreakfast availableBreakfast buffetKid-friendly buffetKids' mealsSpecial diet menusTennis courtTable tennisBoard games / puzzlesChildren's playgroundChildren's television networksIndoor play area for childrenChildren Activities (Kid / Family Friendly)Kids poolHighchairs availableAirport transportationCar hireBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsFax / photocopyingPhoto copier / fax In business centre24-hour securityBaggage storageConciergeCurrency exchangeNewspaperNon-smoking hotelShopsFirst aid kitUmbrella24-hour check-in24-hour front deskClothes dryerDry cleaningLaundry serviceIroning serviceShoeshine,"Premium room with balcony 41.80 Sq.Mt., , rooms are nice and spacious room overlooking the green Ery surrounding, feel one with nature as you look out to the garden/city through the balcony of each room, wooden flooring, plasma television, individually controlled air-conditioner, tea/coffee maker, attached Bathroom with shower cubical.","('Indroda Nature Park', 'Dandi Kutir', 'Riverfront Flower Park', 'Sarita Udhyan')","Shram Marg Gujarat International Finance Tec-City, Gandhinagar 382355 India",Gandhinagar,,
Hotel Swapna Srushti Resort,,4.5,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastChildren Activities (Kid / Family Friendly)Pets Allowed ( Dog / Pet Friendly )Airport transportationFree internetWifiInternetRestaurantBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsLaundry service,"To create outstanding facilities faithfully reflecting ethnic designs, the various aspects of Indian Rural and urban life in a manner that enhances both their holiday expectations and their cultural curiosity for domestic and international visitors. We aim to prove a quality holiday experience which will lead to warm, lasting and delight our guests every time by creating engaging experiences strai",,"Gram Bharti Cross Road Near Amarnath Dham, Gandhinagar 382721 India",Gandhinagar,,
Hotel Kalash,,4.5,Free High Speed Internet (WiFi)WifiFree breakfastChildren Activities (Kid / Family Friendly)Airport transportationBaggage storage24-hour front deskLaundry serviceInternetRestaurant,Hotel Kalash is very nice hotel. It is very famous. Hotel is very well maintained with good services and place to sit and spend time. Food is good all the time. Good place for conference meetings and parties.,,"386, 2nd Floor Opp. Punjab Bank, Near U S Pizza, Sector - 16, Gandhinagar 382016 India",Gandhinagar,,
Hotel Sun City,,5.0,,Hotel sun city is a very nice hotel to stay in city like Gandhinagar. They provide very good services in the hotel. Rooms are also good. You can easily stay with your family in this hotel. It's a safe place. It is average price hotel so that everyone can afford.,"('Dada Bhagwan Temple', 'Adalaj Trimandir', 'Indroda Nature Park', 'Dandi Kutir')","Gandhinagar H O Near Balva To Vasniya Mahadev Road, Gandhinagar 382010 India",Gandhinagar,,
Hotel Midway Residency,,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomFree breakfastChildren Activities (Kid / Family Friendly)Car hireSalonBaggage storageParkingWifiCoffee shopShopsATM on site24-hour front deskExpress check-in / check-outDry cleaningLaundry service,"With its easy accessibility to many key attractions, OYO 5122 Hotel Midway Residency in Gandhinagar offers you the best services, experience and comfort at affordable rates. The OYO is maintained with a skilled and friendly staff to ensure you have a good stay.The property offers AC,  Geyser and more.We take our guests safety seriously and provide facilities like fire safety, first aid and round the clock security to ensure the same.We also have a 24-hour helpdesk to offer assistance to the guests at any time.What's NearbyTraverse Gandhinagar to visit famous attractions like Indroda Nature Park, Sarita Udhyan and Vidhan Sabha.There is IDBI Bank ATM, HDFC Bank ATM and Andhra Bank ATM nearby the hotel so you are never out of cash.",,"21, GH Infocity Near Subway, Gandhinagar 382421 India",Gandhinagar,,
OYO 5904 Hotel Midway Inn,,3.0,Free parkingFree High Speed Internet (WiFi)Free breakfastChildren Activities (Kid / Family Friendly)Laundry service,"With its easy accessibility to many key attractions, OYO 5904 Hotel Midway Inn in Gandhinagar offers you the best services, experience and comfort at affordable rates. The well trained and friendly staff of OYO maintains the property and ensures your stay is smooth.The property offers AC, Geyser, TV and more.The hotel provides facilities like fire safety, first aid and round the clock security for the guests security.Our 24 hour helpdesk ensures your needs and requirements are catered to.What's NearbyExplore Gandhinagar and visit the famous landmarks and attractions such as Vidhan Sabha, Akshardham Temple and Sarita Udhyan among others.HDFC Bank - Gandhinagar, HDFC Bank ATM and Indian Overseas Bank close to the hotel ensures you are never short on cash.",,"443, GH Road, Sector 16 Behind GH 5 Petrol Pump, Gandhinagar 382016 India",Gandhinagar,,
Bansari Greens Resort,,5.0,Free parkingFitness Centre with Gym / Workout RoomPoolOutdoor poolFree breakfastChildren Activities (Kid / Family Friendly)Airport transportationNon-smoking hotelRestaurantShuttle bus service,"Bansari Greens is beautiful Resort located on bank of River Sabarmati near Gandhinagar. One does not need to go to a faraway Resort to escape crowds of city, but live comfortably and relax, when you have your own resort in “BANSARI GREENS”. Cottages are available on rent. We have fully equipped Club house which includes Conference Room, Banquet Hall, Swimming Pool, Indoor & Out Door Games.",,"Grambharti - Aluva Road, Gandhinagar 382010 India",Gandhinagar,,
Aalloa Hills Resort,,3.5,Free High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomIndoor poolRestaurantBicycle rentalGolf courseBabysittingChildren Activities (Kid / Family Friendly)Outdoor poolAirport transportationBusiness Centre with Internet AccessSpaNon-smoking hotelLaundry service,"was on a business trip, this place is near gandhinagar but is very quiet and peaceful , almost like you are inside forest. the resort is very old and  rooms are very basic, food is good and staff is very caring. don't expect much of luxary except peace and silence.","('Swaminarayan Akshardham', 'Dada Bhagwan Temple', 'Gurudwara Gobind Dham', ""Sabarmati Ashram / Mahatma Gandhi's Home"")","Apollo Hospital Road, Gandhinagar 382428 India",Gandhinagar,,
Nilambag Palace Hotel,$ 33,4.0,Free parkingFree High Speed Internet (WiFi)Fitness Centre with Gym / Workout RoomPoolFree breakfastTennis courtBabysittingChildren Activities (Kid / Family Friendly)Free internetWifiPublic wifiInternetOutdoor poolRestaurantBreakfast availableAirport transportationBusiness Centre with Internet AccessConference facilitiesBanquet roomMeeting roomsSpaConciergeDry cleaningLaundry service,"Nilambag Palace Hotel is the only heritage hotel and leading hotel of Bhavnagar City. Home to the royal family of Bhavnagar, it has been converted into a heritage hotel since the 1980's. Famous with celebrities and well known personalities like His Holiness Dalai Lama, the king and queen of Greece as well as the fashion family of the Hermes, Nilambag Palace Hotel is one of the leading heritage hotels of Gujarat. The property is owned and managed by the royal family and along with the hotel they include a tour of Gujarat state as well destination weddings and royal weddings at the palace as well their sea side property which is 60 kilometres from Bhavnagar.","('Takhteshwar Temple', 'BAPS Shri Swaminarayan Mandir (Aksharwadi Temple)', 'Shri Adishwar Temple', 'Piram Bet Island')","Nilambag Palace Hotel Number 2 Dhajagra Street Nilambag Circle, Bhavnagar 364 002 India",Bhavnagar,,
Hotel The Basil Park,$ 35,4.5,Free parkingFree High Speed Internet (WiFi)Free breakfastChildren Activities (Kid / Family Friendly)Airport transportationBusiness Centre with Internet AccessMeeting roomsBaggage storageParkingFree internetWifiPublic wifiInternetCoffee shopRestaurantBreakfast buffetCar hireCurrency exchangeNewspaperNon-smoking hotel24-hour front deskExpress check-in / check-outDry cleaningLaundry service,"""We create an environment where guest experiences a homely and friendly atmosphere"" The Basil Park, a premium Indian Hotel located in the city of Bhavnagar. Our hospitality is reflected in its ""state of art"" spacious air conditioned rooms, tastefully furnished with all modern 4 stars amenities.","('Takhteshwar Temple', 'BAPS Shri Swaminarayan Mandir (Aksharwadi Temple)', 'Shri Adishwar Temple', 'Piram Bet Island')","5 Iskon Mega City Opp. Victoria Park, Bhavnagar 364001 India",Bhavnagar,,
Hotel Sun 'n' Shine,,3.5,Free parkingInternetFree breakfastRestaurantChildren Activities (Kid / Family Friendly)Business Centre with Internet AccessDry cleaningLaundry service,"Welcome to Hotel Sun 'n' Shine, your Bhavnagar “home away from home.” Hotel Sun 'n' Shine aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.	Nearby landmarks such as Bhavani Mandir (1.3 km) and Gandhi Smriti Memorial (1.5 km) make Hotel Sun 'n' Shine a great place to stay when visiting Bhavnagar.	The rooms offer air conditioning, and getting online is possible, as internet access is available, allowing you to rest and refresh with ease.	Hotel Sun 'n' Shine features room service. In addition, as a valued Hotel Sun 'n' Shine guest, you can enjoy free breakfast that is available on-site. Guests arriving by vehicle have access to free parking.	If you are looking for a nearby place to eat, Hotel Sun 'n' Shine is within walking distance of some popular restaurants including R K Garden Restaurant (0.5 km), Nilambag Palace Hotel (0.9 km), and Rangoli Park (0.5 km).	Plus, during your trip, don't forget to check out a waterfall, such as Trambak Falls.	Hotel Sun 'n' Shine puts the best of Bhavnagar at your fingertips, making your stay both relaxing and enjoyable.	","('Takhteshwar Temple', 'BAPS Shri Swaminarayan Mandir (Aksharwadi Temple)', 'Shri Adishwar Temple', 'Piram Bet Island')","Panwadi, Bhavnagar 364001 India",Bhavnagar,,
